,user,post,likes,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,LikedPages,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends,Friends
22,https://www.facebook.com/bharat.tandon?ref=br_rs,"Bharat TandonAdd FriendFriend Request SentFollowMessageTimelineAboutFriendsPhotosMoreBharat TandonTimelineTimelineAbout2014Recent20152014201220112010200920082007Recent20152014201220112010200920082007All PostsAll PostsAll PostsAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAdd FriendFriend Request SentFollowDo you know Bharat?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Bharat Tandon feeling wonderful with Rachita Jain at Emerald Bay Vista Point.June 12 á South Lake Tahoe, CA á Enjoying beautiful Lake Tahoe!LikeShow more reactionsShare1451146 146CommentsView 6 more commentsRemoveSumana Das Kya baat __Like á 1 á June 13 at 4:19amRemovePramod Lamba NICe pic bhartLike á ",145,The Tonight Show Starring Jimmy Fallon : https://www.facebook.com/FallonTonight/,NBC Bay Area : https://www.facebook.com/NBCBayArea/,Investopedia : https://www.facebook.com/Investopedia/,UC Berkeley : https://www.facebook.com/UCBerkeley/,ESPNcricinfo : https://www.facebook.com/Cricinfo/,Emirates : https://www.facebook.com/Emirates/,Google Fiber : https://www.facebook.com/GoogleFiber/,NDTV : https://www.facebook.com/ndtv/,NBC News : https://www.facebook.com/NBCNews/,CBS News : https://www.facebook.com/CBSNews/,Cirque du Soleil : https://www.facebook.com/CirqueduSoleil/,,,Abhishek Panditrao : https://www.facebook.com/abhishek.panditrao?fref=pb&hc_location=friends_tab,Zuber Palekar : https://www.facebook.com/zuber.palekar?fref=pb&hc_location=friends_tab,Samuel Wang : https://www.facebook.com/samuel.wang.184?fref=pb&hc_location=friends_tab,Rachita Jain : https://www.facebook.com/rachitajain08?fref=pb&hc_location=friends_tab,Mukul Singh : https://www.facebook.com/mukul.singh.376?fref=pb&hc_location=friends_tab,Sriram Dixit : https://www.facebook.com/sriramdixit?fref=pb&hc_location=friends_tab,Ankit Piparsania : https://www.facebook.com/ankitpips?fref=pb&hc_location=friends_tab,Richa Shashank Saxena : https://www.facebook.com/richa.khare.96?fref=pb&hc_location=friends_tab,Miles Scotcher : https://www.facebook.com/miles.scotcher?fref=pb&hc_location=friends_tab,Avanta Singh Loitongbam : https://www.facebook.com/avanta?fref=pb&hc_location=friends_tab,Avni Jain : https://www.facebook.com/avnijain?fref=pb&hc_location=friends_tab,Anu Jain : https://www.facebook.com/anu.jain.9250?fref=pb&hc_location=friends_tab,Anu Jain : https://www.facebook.com/anu.jain.9250?fref=pb&hc_location=friends_tab,,,,,,,,,
23,https://www.facebook.com/nathaniel.champ?ref=br_rs,"Nate ChampionAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreNate ChampionTimelineTimelineAbout2004Recent201420132012Recent201420132012All PostsAll PostsAll PostsAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsAll PostsAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsAugustJulyJuneMayAprilMarchFebruaryJanuaryAdd FriendFriend Request SentDo you know Nate?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Nate Champion in New York, New York.2015 á  á Started Working at Freshly",0,Gary Johnson : https://www.facebook.com/govgaryjohnson/,Complex Style : https://www.facebook.com/complexSTYLE/,Private Island : https://www.facebook.com/PVTILND/,VentureBeat : https://www.facebook.com/venturebeat/,Fusion : https://www.facebook.com/fusionmedianetwork/,Transcendental Meditation : https://www.facebook.com/TMmeditation/,hunter lee soik : https://www.facebook.com/hunterleesoik/,Freshly : https://www.facebook.com/freshly/,Romina Puga : https://www.facebook.com/rominapugafusion/,,,,,Claire Burke : https://www.facebook.com/cetburke?fref=pb&hc_location=friends_tab,Michael Hunter : https://www.facebook.com/michael.hunter.52459615?fref=pb&hc_location=friends_tab,Loyde Pires-Thorp : https://www.facebook.com/loydepires?fref=pb&hc_location=friends_tab,Str Aw : https://www.facebook.com/ralphcash311?fref=pb&hc_location=friends_tab,Garrett Otondo : https://www.facebook.com/garrett.otondo?fref=pb&hc_location=friends_tab,Willy Chu : https://www.facebook.com/chilly?fref=pb&hc_location=friends_tab,Adam Gassman : https://www.facebook.com/adam.gassman.5?fref=pb&hc_location=friends_tab,Thomas C. Champion : https://www.facebook.com/thomas.c.champion?fref=pb&hc_location=friends_tab,Olga Eskina : https://www.facebook.com/olga.eskina.524?fref=pb&hc_location=friends_tab,Elias Wehbe : https://www.facebook.com/eliaswehbe?fref=pb&hc_location=friends_tab,Ben Cohen : https://www.facebook.com/ben.cohen.5458?fref=pb&hc_location=friends_tab,Marcus O'Brien : https://www.facebook.com/mont.gommery?fref=pb&hc_location=friends_tab,Rami Banna : https://www.facebook.com/rami.banna.39?fref=pb&hc_location=friends_tab,Rami Banna : https://www.facebook.com/rami.banna.39?fref=pb&hc_location=friends_tab,,,,,,,,
24,https://www.facebook.com/genevieve.wang?ref=br_rs,"Genevieve WangAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreGenevieve WangTimelineTimelineAboutRecentRecent2014201320122011201020092008200720062005200420031999Recent2014201320122011201020092008200720062005200420031999All PostsAll PostsAll PostsAdd FriendFriend Request SentDo you know Genevieve?Add FriendFriend Request SentTo see what she shares with friends, send her a friend request.Request Sent.Genevieve Wang updated her cover photo.April 16 á Share2222 22CommentsRemoveEdwina Tom Gorgeous photo of the Golden Gate Bridge!April 17 at 2:21amGenevieve Wang replied á 1 ReplyGenevieve Wang updated her cover photo.August 2, 2015 á Share99 9CommentsRemoveEdwina Tom",22,Harvard Business Review : https://www.facebook.com/HBR/,The New York Times : https://www.facebook.com/nytimes/,Harvard University : https://www.facebook.com/Harvard/,INSIDER design : https://www.facebook.com/thisisinsiderdesign/,The Dodo : https://www.facebook.com/thedodosite/,Fortune : https://www.facebook.com/FortuneMagazine/,Adam Grant : https://www.facebook.com/AdamMGrant/,City of Boston : https://www.facebook.com/cityofboston/,,,,,,Arianna Romanoff : https://www.facebook.com/arianna.romanoff?fref=pb&hc_location=friends_tab,Carrie Murphy : https://www.facebook.com/carrie.murphy.96?fref=pb&hc_location=friends_tab,Lily Kang : https://www.facebook.com/lily.kang?fref=pb&hc_location=friends_tab,Cara Uribe : https://www.facebook.com/mirantic?fref=pb&hc_location=friends_tab,Karen Khamou : https://www.facebook.com/karen.khamou?fref=pb&hc_location=friends_tab,Edwina Tom : https://www.facebook.com/badtz807?fref=pb&hc_location=friends_tab,Judy Hong Lin : https://www.facebook.com/judy.hong?fref=pb&hc_location=friends_tab,Ziqi Jin : https://www.facebook.com/ziqi.jin?fref=pb&hc_location=friends_tab,Julianne Snow Gauron : https://www.facebook.com/julianne.gauron?fref=pb&hc_location=friends_tab,Maryam Murphy : https://www.facebook.com/caracaleo?fref=pb&hc_location=friends_tab,Cassie MacGregor : https://www.facebook.com/cassie.macgregor.7?fref=pb&hc_location=friends_tab,Garry Tan : https://www.facebook.com/garry?fref=pb&hc_location=friends_tab,Gretchen Hoffman : https://www.facebook.com/gretchhoffman?fref=pb&hc_location=friends_tab,,,,,,,,,
25,https://www.facebook.com/leonid.popov.5?ref=br_rs,"Leonid PopovAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreLeonid PopovTimelineTimelineAboutRecentRecent201420132012201120102009Recent201420132012201120102009All PostsAll PostsAll PostsAdd FriendFriend Request SentDo you know Leonid?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Leonid PopovJuly 6 á MailChimp á Meet Baymax, your personal healthcare assistantMeet Baymax, your personal healthcare assistant Also, we are proud to unveil a new artificial intelligence bot, Baymax. Baymax can assist you in finding and scheduling an appointment with a doctor saving youÉus10.campaign-archive2.comShare1010 101 shareCommentsRemoveYuriy Pryadko Congrats with the launch!July 6 at 5:25pmLeonid PopovJune 20 á CNBC á This is so exciting!TrueCare24 Unveils Artificial Int",10,TechCrunch : https://www.facebook.com/techcrunch/,,,,,,,,,,,,,Valentin Fomchenko : https://www.facebook.com/val.fomchenko?fref=pb&hc_location=friends_tab,Bento Mussnich : https://www.facebook.com/bento.mussnich?fref=pb&hc_location=friends_tab,Alexey  Mironov : https://www.facebook.com/profile.php?id=100004064808785&fref=pb&hc_location=friends_tab,Bradford Malt : https://www.facebook.com/bradford.malt?fref=pb&hc_location=friends_tab,Willy Chu : https://www.facebook.com/chilly?fref=pb&hc_location=friends_tab,James Wang : https://www.facebook.com/jameswang2010?fref=pb&hc_location=friends_tab,Elena Frolova : https://www.facebook.com/efrolova?fref=pb&hc_location=friends_tab,Artem Goncharov : https://www.facebook.com/artyom.goncharov.33?fref=pb&hc_location=friends_tab,Sebastien Tron : https://www.facebook.com/profile.php?id=2543769&fref=pb&hc_location=friends_tab,Slava Chupryna : https://www.facebook.com/schupryna?fref=pb&hc_location=friends_tab,Natalia Kolmychkova : https://www.facebook.com/natalia.kolmychkova.5?fref=pb&hc_location=friends_tab,Marina Baklanova : https://www.facebook.com/profile.php?id=583591059&fref=pb&hc_location=friends_tab,,,,,,,,,,
26,https://www.facebook.com/alextleung?ref=br_rs,"Alex Leung (___)Add FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreAlex LeungTimelineTimelineAbout2015Recent201520142013201220112010200920082007200620052001Recent201520142013201220112010200920082007200620052001All PostsAll PostsAll PostsAll PostsAll PostsJulyJuneMayAprilMarchFebruaryJanuaryAll PostsJulyJuneMayAprilMarchFebruaryJanuaryAdd FriendFriend Request SentDo you know Alex?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Alex Leung updated his profile picture.May 6 á Share1194123 123CommentsRemoveDavid  Wang What a beautiful family.1 á May 6 at 6:52amAlex Leung replied á 1 ReplyRemoveMabel Zhang Lovely family! Alex, glad to see things are going well there for you2 á May 6 at 8:51amRemove",119,,,,,,,,,,,,,,Jeff Katz : https://www.facebook.com/jeff.katz.338?fref=pb&hc_location=friends_tab,Coral Leung : https://www.facebook.com/coral.leung.1?fref=pb&hc_location=friends_tab,Kim-Yen Nguyen : https://www.facebook.com/kimyen.nguyen.357?fref=pb&hc_location=friends_tab,Portia Chan : https://www.facebook.com/portia.chan.908?fref=pb&hc_location=friends_tab,___ : https://www.facebook.com/cutecoweli?fref=pb&hc_location=friends_tab,Louise Lu-yi Lin : https://www.facebook.com/louiseluyi.lin?fref=pb&hc_location=friends_tab,Rosaline Chow Koo : https://www.facebook.com/rosaline.chow.koo?fref=pb&hc_location=friends_tab,Roger Pai : https://www.facebook.com/pairoger?fref=pb&hc_location=friends_tab,Lisa Tai : https://www.facebook.com/lisa.tai.5209?fref=pb&hc_location=friends_tab,Chrissy Wang : https://www.facebook.com/chrissywang92?fref=pb&hc_location=friends_tab,Ken Yeh : https://www.facebook.com/KenyehWest?fref=pb&hc_location=friends_tab,Nick Caldwell : https://www.facebook.com/nickcaldwell?fref=pb&hc_location=friends_tab,___ : https://www.facebook.com/profile.php?id=727977816&fref=pb&hc_location=friends_tab,Christine Leung : https://www.facebook.com/christine.h.leung?fref=pb&hc_location=friends_tab,,,,,,,,
27,https://www.facebook.com/nehamshah81?ref=br_rs,"Neha ShahAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreNeha ShahTimelineTimelineAboutRecentRecent201520142013201220112010200920082007Recent201520142013201220112010200920082007All PostsAll PostsAll PostsAdd FriendFriend Request SentDo you know Neha?Add FriendFriend Request SentTo see what she shares with friends, send her a friend request.Request Sent.Darshan Kapadia shared a video to Neha Shah's Timeline.April 12 á This is the show I was talking aboutClick for morePosted by Little Big Shots61,207,367 Views61,207,367 ViewsLittle Big Shots added a new video.Like PageApril 10 á According to our calculations, this 5-year-old is a math GENIUS!ShareNeha Shah updated her cover photo.April 5 á Share219141234 234CommentsView 34 more commentsRemoveMeena Kapadia nice photo1 á April 10 at 12:01am",219,The Points Guy : https://www.facebook.com/thepointsguy/,Michelle Obama : https://www.facebook.com/michelleobama/,Fremont Police Department : https://www.facebook.com/FremontPoliceDepartment/,Sparsh Shah : https://www.facebook.com/purhythm/,All India Bakchod : https://www.facebook.com/IndiaBakchod/,,,,,,,,,Hiren Bhupendra Modi : https://www.facebook.com/hiren.b.modi.3?fref=pb&hc_location=friends_tab,Subhash Khambhati : https://www.facebook.com/profile.php?id=100012618733271&fref=pb&hc_location=friends_tab,Swati Shah : https://www.facebook.com/swatishahrealty?fref=pb&hc_location=friends_tab,Geetanjali Chopra : https://www.facebook.com/geetanjali.chopra.3?fref=pb&hc_location=friends_tab,Shivani Patel : https://www.facebook.com/shivani.patel.900388?fref=pb&hc_location=friends_tab,Meghna Dhar : https://www.facebook.com/meghnadhar?fref=pb&hc_location=friends_tab,Minal Shah : https://www.facebook.com/minal.shah3?fref=pb&hc_location=friends_tab,Megha Chandawalla : https://www.facebook.com/megha.chandawalla?fref=pb&hc_location=friends_tab,Nidhi Shah : https://www.facebook.com/nkshah24?fref=pb&hc_location=friends_tab,Ashika Patel Balani : https://www.facebook.com/ashikapatelbalani?fref=pb&hc_location=friends_tab,Mili Daftary : https://www.facebook.com/milikshah?fref=pb&hc_location=friends_tab,Tanvi Gandhi : https://www.facebook.com/tanvie?fref=pb&hc_location=friends_tab,Suresh Shah : https://www.facebook.com/suresh.shah.1481?fref=pb&hc_location=friends_tab,Dipti Mandalia : https://www.facebook.com/dipti.mandalia?fref=pb&hc_location=friends_tab,Adita Shah : https://www.facebook.com/aditashah?fref=pb&hc_location=friends_tab,,,,,,,
28,https://www.facebook.com/ryan.evans.5099940?ref=br_rs,"Ryan EvansMessageTimelineAboutFriendsPhotosMoreRyan EvansTimelineTimelineAboutRecentRecent2014201320122011201020092008200220011997Recent2014201320122011201020092008200220011997All PostsAll PostsAll PostsDo you know Ryan?If you know Ryan, send him a message.Ryan Evans in Alameda, California.2015 á  á Started Working at VF Outdoor, Inc.2015 Ñ Innovation Project Manager for The North FaceAlameda, CaliforniaShare11 1CommentsRyan Evans updated his profile picture.August 1, 2015 á Share7373 73CommentsRemoveZaira Nevarez Corbett 1 á August 2, 2015 at 7:18amRemoveGeorge Nebrat Sooo sweet !1 á August 3, 2015 at 4:27am",1,U.S. Department of the Interior : https://www.facebook.com/USInterior/,IKEA USA : https://www.facebook.com/IKEAUSA/,Ikea Hacker : https://www.facebook.com/IkeaHackers/,The Upshot : https://www.facebook.com/upshot/,Gary Sinise Foundation : https://www.facebook.com/GarySiniseFoundation/,,,,,,,,,John Fellers : https://www.facebook.com/john.fellers.37?fref=pb&hc_location=friends_tab,Jeremy Hendricks : https://www.facebook.com/jeremy.hendricks.90?fref=pb&hc_location=friends_tab,Delaney Curran Brown : https://www.facebook.com/delaney.brown.12?fref=pb&hc_location=friends_tab,Andrew Lee : https://www.facebook.com/Andrew.C.Lee8?fref=pb&hc_location=friends_tab,Craig Replogle : https://www.facebook.com/craig.replogle.77?fref=pb&hc_location=friends_tab,Amy Wheary : https://www.facebook.com/amy.rose.56863?fref=pb&hc_location=friends_tab,Jon Kochersberger : https://www.facebook.com/jon.kochersberger?fref=pb&hc_location=friends_tab,Mark Lee : https://www.facebook.com/markjlee?fref=pb&hc_location=friends_tab,Fletcher Evans : https://www.facebook.com/fletcher.evans.1?fref=pb&hc_location=friends_tab,Trent J. Hinton : https://www.facebook.com/trent.hinton?fref=pb&hc_location=friends_tab,Crystan Allan : https://www.facebook.com/crysallan?fref=pb&hc_location=friends_tab,Edwin Dario Pea : https://www.facebook.com/EdwinDarioPena?fref=pb&hc_location=friends_tab,Rex Laceby : https://www.facebook.com/rex.laceby?fref=pb&hc_location=friends_tab,Ellie Sherman : https://www.facebook.com/ellie.sherman.5?fref=pb&hc_location=friends_tab,,,,,,,,
29,https://www.facebook.com/pankaj.kamat?ref=br_rs,"Pankaj KamatAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMorePankaj KamatTimelineTimelineAbout2011Recent20122011Recent20122011All PostsAll PostsAll PostsAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAdd FriendFriend Request SentDo you know Pankaj?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.20152014Posts from 2013May 2013April 2013March 2013February 2013January 2013Posts from 2012Pankaj Kamat recommends a link.October 17, 2012 á http://businessprofessoraward.com/competitions/business-professor-of-the-year/entries/terrence-taylorbusinessprofessoraward.com",0,,,,,,,,,,,,,,Mark Zuckerberg : https://www.facebook.com/zuck?fref=st,Eduardo Saverin : https://www.facebook.com/saverin?fref=st,Sean Parker : https://www.facebook.com/Sean?fref=st,Reed Hastings : https://www.facebook.com/reed1960?fref=st,Ray Ozzie : https://www.facebook.com/ozzie?fref=st,Vic Gundotra : https://www.facebook.com/vicgundotra?fref=st,,,,,,,,,,,,,,,,
30,https://www.facebook.com/matthew.melone?ref=br_rs,"Matthew MeloneAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreMatthew MeloneTimelineTimelineAbout2012Recent20152014201320122007Recent20152014201320122007All PostsAll PostsAll PostsAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsDecemberNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAdd FriendFriend Request SentDo you know Matthew?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Matthew Melone updated his profile picture.November 11, 2015 á Share6666 66CommentsPosts from 2015Matthew Melone updated his profile picture.June 26, 2015 á Created with facebook.com/celebratepride",66,Hillary Clinton : https://www.facebook.com/hillaryclinton/,Geoff Lawton : https://www.facebook.com/geoff.lawton.12/,Calvin and Hobbes : https://www.facebook.com/CalvinAndHobbes/,,,,,,,,,,,Mark Zuckerberg : https://www.facebook.com/zuck?fref=st,Erick Schonfeld : https://www.facebook.com/erickschonfeld?fref=st,,,,,,,,,,,,,,,,,,,,
31,https://www.facebook.com/vmohanam?ref=br_rs,"Vinodth Mohanam (Vino)Add FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreVinodth MohanamTimelineTimelineAboutRecentRecent201420132012201120102009200319951992Recent201420132012201120102009200319951992All PostsAll PostsAll PostsAdd FriendFriend Request SentDo you know Vinodth?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Vinodth MohanamDecember 2, 2015 á Dear Friends, Chennai (and surrounding areas in Tamil Nadu) faces unprecedented crisis due to incessant rains, the worst seen in 100 years (#chennairains). Several individuals and organizations have stepped in to help, but they are badly in need of funds to provide additional help. As a volunteer of Association for India's Development (AID), I can personally vouch for the great work AID-Chennai is doing in association with other organizations (Read link from The Hindu below). Please support them by donating at: https://secure.aidindia.org/donate/tnfloodsÉ http://www.thehindu.com/É/citizens-take-É/article7885628.eceTN Relief Donation Page - Association for Indias Development Incfloods tamilnadu chennai floods AID reliefsecure.aidindia.orgShare2626 2612 sharesCommentsRemoveSaras Ramamoorthy Have reposted this, Vino Vinodth Mohanam. Thanks.1 á December 2, 2015 at 7:32pmRemoveSony Dhaliwal Please make this a public post so more people can see when its liked/shared.December 2, 2015 at 8:40pmVinodth Mohanam replied á 1 Reply",26,,,,,,,,,,,,,,Venkat Krish : https://www.facebook.com/govenkat?fref=pb&hc_location=friends_tab,Somas Thyagaraja : https://www.facebook.com/somast?fref=pb&hc_location=friends_tab,Gidu Sriram : https://www.facebook.com/gidu.sriram?fref=pb&hc_location=friends_tab,Ramya Sriram : https://www.facebook.com/ramya.sriram.14?fref=pb&hc_location=friends_tab,Veena Valluri : https://www.facebook.com/veena.valluri?fref=pb&hc_location=friends_tab,Raguraman Barathalwar : https://www.facebook.com/raguraman.barathalwar?fref=pb&hc_location=friends_tab,Akila Rao : https://www.facebook.com/akila.rao?fref=pb&hc_location=friends_tab,Jayanthy Srivathsan : https://www.facebook.com/jayanthy.srivathsan?fref=pb&hc_location=friends_tab,Nitin Nagarkatte : https://www.facebook.com/nitin.nagarkatte?fref=pb&hc_location=friends_tab,Chandrika Nimmagadda : https://www.facebook.com/chandrika.nimmagadda?fref=pb&hc_location=friends_tab,Roger Pai : https://www.facebook.com/pairoger?fref=pb&hc_location=friends_tab,Ventsi Tsachev : https://www.facebook.com/ventsy?fref=pb&hc_location=friends_tab,Akkshayaa Venkatram : https://www.facebook.com/akkshayaa.venkatram?fref=pb&hc_location=friends_tab,Akkshayaa Venkatram : https://www.facebook.com/akkshayaa.venkatram?fref=pb&hc_location=friends_tab,,,,,,,,
32,https://www.facebook.com/rekha.iyer.14?ref=br_rs,"Rekha IyerMessageTimelineAboutFriendsPhotosMoreRekha IyerTimelineTimelineAboutRecentRecent2015201420132012201120101998Recent2015201420132012201120101998All PostsAll PostsAll PostsDo you know Rekha?If you know Rekha, send her a message.Rekha Iyer shared US Uncut's photo.September 6 at 4:58pm á US UncutLike PageSeptember 3 at 9:32pm á Don't let your sons be a Brock.Share314 4CommentsRemoveSree Ranjani Ramani Wow, powerful but needed.September 6 at 5:11pmRemoveRamakrishnan GS What kinda judiciary system is this??!!September 6 at 11:19pmRekha Iyer shared Helpsy's photo.August 19 at 10:07am á HelpsyLike PageAugust 19 at 8:30am á Don't miss it - join us on twitter @intakeme's #patientchat w/ Holistic Nurse  today at 10amPT or 1 pm EST on Integrative Therapies & Quality of Life.Share11 1",3,Calvin and Hobbes : https://www.facebook.com/CalvinAndHobbes/,Melinda Gates : https://www.facebook.com/melindagates/,Amy Cuddy : https://www.facebook.com/amycuddycommunity/,PBS KIDS : https://www.facebook.com/PBSKIDS/,,,,,,,,,,Deeptha Venkataraman : https://www.facebook.com/deeptha.venkataraman?fref=pb&hc_location=friends_tab,Veena Narayanan.K : https://www.facebook.com/veena.narayanan.k?fref=pb&hc_location=friends_tab,Neeraja Parameswaran : https://www.facebook.com/neeraja.parameswaran?fref=pb&hc_location=friends_tab,Sunita Venkatachalam : https://www.facebook.com/sunita.venkatachalam?fref=pb&hc_location=friends_tab,Ram Chandrasekharan : https://www.facebook.com/ram.chandrasekharan?fref=pb&hc_location=friends_tab,Jennifer Caleshu : https://www.facebook.com/jennifer.caleshu?fref=pb&hc_location=friends_tab,Shridhar Iyer : https://www.facebook.com/shridhar.iyer.7587?fref=pb&hc_location=friends_tab,Vidya Ram : https://www.facebook.com/vids33?fref=pb&hc_location=friends_tab,Renata Bell : https://www.facebook.com/ms.renatabell?fref=pb&hc_location=friends_tab,Priya Manthiram : https://www.facebook.com/priya.manthiram.7?fref=pb&hc_location=friends_tab,Deepa Sankar : https://www.facebook.com/deepasanker.deeps.7?fref=pb&hc_location=friends_tab,Amar Aujla : https://www.facebook.com/amar.aujla2?fref=pb&hc_location=friends_tab,Raghu Warrier : https://www.facebook.com/raghuw?fref=pb&hc_location=friends_tab,,,,,,,,,
33,https://www.facebook.com/michael.b.s.rossiter?ref=br_rs,"Michael RossiterAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreMichael RossiterTimelineTimelineAbout2014Recent20142013201220112010200920082007200620052004Recent20142013201220112010200920082007200620052004All PostsAll PostsAll PostsAll PostsAll PostsNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAll PostsNovemberOctoberSeptemberAugustJulyJuneMayAprilMarchFebruaryJanuaryAdd FriendFriend Request SentDo you know Michael?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Michael Rossiter updated his profile picture.July 10 á Share35136 36CommentsView 2 more commentsRemoveZachary Jingleheimer Schmidt Happy burpday1 á July 17 at 7:34amRemoveKaren A. Pfeiffer Happy Birthday, Cute Cuz!Love You!_____July 17 at 7:08pm",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,https://www.facebook.com/haiyang.org?ref=br_rs,"Haiyang YangAdd FriendFriend Request SentMessageTimelineAboutFriendsPhotosMoreHaiyang YangTimelineTimelineAboutRecentRecent2013Recent2013All PostsAll PostsAll PostsAdd FriendFriend Request SentDo you know Haiyang?Add FriendFriend Request SentTo see what he shares with friends, send him a friend request.Request Sent.Haiyang Yang updated his cover photo.May 21 á Share2424 24CommentsHaiyang Yang updated his cover photo.December 17, 2015 á Share2727 27CommentsRemoveXingBo Li Nice view from your house!1 á December 18, 2015 at 12:34pmRemoveKriti Jain Incredible!!December 21, 2015 at 6:43am20152014Posts from 2013",24,INSEAD Knowledge : https://www.facebook.com/Knowledge.insead/,INSEAD : https://www.facebook.com/insead/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
